country,countrycode,year,pop,urbanpop,urbanpopper,emission,emission1996,emissionpc,emissionpc1996,gdp,gdpmil,gdp1996,gdppc,gdppc1996,gdpgrowth,decoup,consume,eneuse,consumeep,consumeff,consumere,co2inten,epdtloss,manuperc,manuexp,polity,ETS,carbontax
Hungary,HUN,2011,9971727.00 ,6915193.00 ,69.35 ,64.57 ,0.82 ,6.48 ,0.85 ,133000000000.00 ,133098.46 ,1.44 ,13337.71 ,1.49 ,1.66,485.12 ,6945.55 ,2500.32 ,3898.82 ,73.29 ,14.74 ,1.92 ,10.51 ,21.92 ,81.76 ,10,1 ,0 
Hungary,HUN,2012,9920362.00 ,6927587.00 ,69.83 ,60.66 ,0.77 ,6.11 ,0.80 ,131000000000.00 ,130910.62 ,1.42 ,13205.16 ,1.47 ,-1.64,463.38 ,6823.58 ,2365.55 ,3923.04 ,71.52 ,16.47 ,1.90 ,10.64 ,22.23 ,80.79 ,10,1 ,0 
Hungary,HUN,2013,9893082.00 ,6955430.00 ,70.31 ,57.91 ,0.74 ,5.85 ,0.77 ,134000000000.00 ,133654.79 ,1.45 ,13544.82 ,1.51 ,2.10,433.27 ,6857.61 ,2271.95 ,3892.11 ,68.88 ,17.20 ,1.87 ,12.09 ,22.40 ,82.08 ,10,1 ,0 
Hungary,HUN,2014,9866468.00 ,6982598.00 ,70.77 ,58.42 ,0.75 ,5.92 ,0.78 ,139000000000.00 ,139305.36 ,1.51 ,14088.12 ,1.57 ,4.23,419.33 ,7065.62 ,2314.50 ,3965.96 ,67.99 ,15.67 ,1.84 ,12.36 ,23.14 ,83.59 ,10,1 ,0 
Iceland,ICE,1996,268916.00 ,246857.00 ,91.80 ,3.64 ,1.00 ,13.53 ,1.00 ,8457896509.00 ,8457.90 ,1.00 ,31451.82 ,1.00 ,4.79,430.13 ,17666.52 ,8847.79 ,17358.58 ,30.74 ,52.25 ,0.93 ,8.88 ,13.12 ,11.50 ,,0 ,0 
Iceland,ICE,1997,271128.00 ,249329.00 ,91.96 ,3.82 ,1.05 ,14.09 ,1.04 ,8873449002.00 ,8873.45 ,1.05 ,32727.90 ,1.04 ,4.91,430.61 ,18625.87 ,8584.10 ,18957.84 ,29.75 ,54.88 ,0.90 ,7.98 ,16.08 ,12.14 ,,0 ,0 
Iceland,ICE,1998,274047.00 ,252455.00 ,92.12 ,4.02 ,1.10 ,14.66 ,1.08 ,9456181959.00 ,9456.18 ,1.12 ,34505.69 ,1.10 ,6.57,424.80 ,20390.37 ,9036.65 ,21321.16 ,28.03 ,57.21 ,0.85 ,6.97 ,15.56 ,9.18 ,,0 ,0 
Iceland,ICE,1999,277381.00 ,255931.00 ,92.27 ,4.27 ,1.17 ,15.38 ,1.14 ,9834790838.00 ,9834.79 ,1.16 ,35455.89 ,1.13 ,4.00,433.66 ,21648.01 ,10038.31 ,24522.23 ,24.47 ,59.82 ,0.74 ,5.37 ,14.07 ,12.52 ,,0 ,0 
Iceland,ICE,2000,281205.00 ,259836.00 ,92.40 ,4.27 ,1.17 ,15.20 ,1.12 ,10295109616.00 ,10295.11 ,1.22 ,36610.69 ,1.16 ,4.68,415.15 ,22238.58 ,11091.55 ,26201.53 ,22.62 ,60.66 ,0.69 ,4.11 ,13.60 ,13.27 ,,0 ,0 
Iceland,ICE,2001,284968.00 ,263687.00 ,92.53 ,4.19 ,1.15 ,14.70 ,1.09 ,10689797712.00 ,10689.80 ,1.26 ,37512.27 ,1.19 ,3.83,391.78 ,21311.09 ,10589.47 ,26950.39 ,22.89 ,62.12 ,0.70 ,4.39 ,15.14 ,13.28 ,,0 ,0 
Iceland,ICE,2002,287523.00 ,266425.00 ,92.66 ,4.19 ,1.15 ,14.56 ,1.08 ,10723438710.00 ,10723.44 ,1.27 ,37295.93 ,1.19 ,0.31,390.36 ,20894.93 ,10804.64 ,27896.90 ,23.09 ,61.84 ,0.70 ,4.69 ,13.38 ,13.95 ,,0 ,0 
Iceland,ICE,2003,289521.00 ,268644.00 ,92.79 ,4.19 ,1.15 ,14.47 ,1.07 ,10985105647.00 ,10985.11 ,1.30 ,37942.34 ,1.21 ,2.44,381.24 ,22024.91 ,10731.33 ,27666.39 ,22.87 ,61.88 ,0.70 ,5.76 ,12.43 ,14.55 ,,0 ,0 
Iceland,ICE,2004,292074.00 ,271378.00 ,92.91 ,4.29 ,1.18 ,14.67 ,1.08 ,11874874483.00 ,11874.87 ,1.40 ,40657.07 ,1.29 ,8.10,360.85 ,23401.82 ,10524.25 ,28215.45 ,24.09 ,61.81 ,0.73 ,4.43 ,12.32 ,16.73 ,,0 ,0 
Iceland,ICE,2005,296734.00 ,276072.00 ,93.04 ,4.26 ,1.17 ,14.35 ,1.06 ,12671012623.00 ,12671.01 ,1.50 ,42701.59 ,1.36 ,6.70,335.96 ,25799.58 ,10524.88 ,27988.03 ,23.66 ,62.47 ,0.71 ,4.39 ,10.43 ,19.30 ,,0 ,0 
Iceland,ICE,2006,303782.00 ,283000.00 ,93.16 ,4.92 ,1.35 ,16.19 ,1.20 ,13304647025.00 ,13304.65 ,1.57 ,43796.69 ,1.39 ,5.00,369.57 ,26161.00 ,12734.01 ,31328.39 ,19.71 ,64.02 ,0.59 ,4.16 ,11.14 ,19.05 ,,0 ,0 
Iceland,ICE,2007,311566.00 ,290623.00 ,93.28 ,5.15 ,1.42 ,16.53 ,1.22 ,14548640743.00 ,14548.64 ,1.72 ,46695.21 ,1.48 ,9.35,353.98 ,27161.42 ,14746.03 ,36852.54 ,16.15 ,66.75 ,0.50 ,4.13 ,9.36 ,26.75 ,,0 ,0 
Iceland,ICE,2008,317414.00 ,296449.00 ,93.40 ,5.47 ,1.50 ,17.24 ,1.27 ,14769687773.00 ,14769.69 ,1.75 ,46531.31 ,1.48 ,1.52,370.42 ,24803.28 ,16353.83 ,50063.95 ,13.17 ,73.46 ,0.41 ,3.50 ,12.74 ,19.05 ,,1 ,0 
Iceland,ICE,2009,318499.00 ,297832.00 ,93.51 ,5.11 ,1.40 ,16.03 ,1.19 ,13744089340.00 ,13744.09 ,1.63 ,43152.69 ,1.37 ,-6.94,371.58 ,21402.80 ,16911.08 ,51259.19 ,12.17 ,74.12 ,0.38 ,3.02 ,12.54 ,19.26 ,,1 ,0 
Iceland,ICE,2010,318041.00 ,297763.00 ,93.62 ,5.03 ,1.38 ,15.81 ,1.17 ,13310567803.00 ,13310.57 ,1.57 ,41851.74 ,1.33 ,-3.15,377.67 ,21561.70 ,17023.17 ,51439.91 ,11.52 ,75.42 ,0.36 ,4.10 ,14.55 ,14.63 ,,1 ,1 
Iceland,ICE,2011,319014.00 ,299025.00 ,93.73 ,4.83 ,1.33 ,15.14 ,1.12 ,13571857434.00 ,13571.86 ,1.60 ,42543.14 ,1.35 ,1.96,355.96 ,22053.02 ,18157.60 ,52373.88 ,10.25 ,76.45 ,0.32 ,2.92 ,14.64 ,14.00 ,,1 ,1 
Iceland,ICE,2012,320716.00 ,300960.00 ,93.84 ,4.89 ,1.35 ,15.26 ,1.13 ,13750905519.00 ,13750.91 ,1.63 ,42875.65 ,1.36 ,1.32,355.90 ,22371.01 ,17630.07 ,53202.83 ,10.33 ,77.34 ,0.32 ,2.77 ,12.99 ,14.28 ,,1 ,1 
Iceland,ICE,2013,323764.00 ,304150.00 ,93.94 ,4.96 ,1.36 ,15.32 ,1.13 ,14343313487.00 ,14343.31 ,1.70 ,44301.76 ,1.41 ,4.31,345.74 ,22347.71 ,18178.14 ,54799.17 ,10.40 ,76.22 ,0.32 ,2.06 ,12.86 ,12.08 ,,1 ,1 
Iceland,ICE,2014,327386.00 ,307880.00 ,94.04 ,5.01 ,1.38 ,15.32 ,1.13 ,14658916094.00 ,14658.92 ,1.73 ,44775.64 ,1.42 ,2.20,342.04 ,22815.73 ,17916.12 ,53832.48 ,10.93 ,76.34 ,0.34 ,2.75 ,12.38 ,13.84 ,,1 ,1 
Ireland,IRL,1996,3637510.00 ,2114994.00 ,58.14 ,62.94 ,1.00 ,17.30 ,1.00 ,113000000000.00 ,112679.90 ,1.00 ,31065.21 ,1.00 ,7.81,558.54 ,14554.53 ,3122.34 ,4787.89 ,89.45 ,1.93 ,3.07 ,8.64 ,23.02 ,81.52 ,10,0 ,0 
Ireland,IRL,1997,3674171.00 ,2145532.00 ,58.39 ,64.64 ,1.03 ,17.59 ,1.02 ,124000000000.00 ,124274.61 ,1.10 ,33749.11 ,1.09 ,10.29,520.17 ,15395.83 ,3255.50 ,4976.63 ,89.30 ,1.90 ,3.04 ,8.41 ,24.51 ,80.76 ,10,0 ,0 
Ireland,IRL,1998,3712696.00 ,2177311.00 ,58.65 ,67.18 ,1.07 ,18.09 ,1.05 ,135000000000.00 ,134838.20 ,1.20 ,36361.72 ,1.17 ,8.50,498.20 ,16515.33 ,3417.57 ,5201.61 ,90.06 ,2.28 ,3.04 ,9.19 ,25.78 ,83.64 ,10,0 ,0 
Ireland,IRL,1999,3754786.00 ,2211419.00 ,58.90 ,68.53 ,1.09 ,18.25 ,1.05 ,149000000000.00 ,149155.23 ,1.32 ,39682.69 ,1.28 ,10.62,459.47 ,17920.28 ,3544.39 ,5433.86 ,91.80 ,2.06 ,3.02 ,8.49 ,26.51 ,85.08 ,10,0 ,0 
Ireland,IRL,2000,3805174.00 ,2250608.00 ,59.15 ,70.90 ,1.13 ,18.63 ,1.08 ,163000000000.00 ,163414.17 ,1.45 ,42836.41 ,1.38 ,9.56,433.89 ,19635.77 ,3626.75 ,5796.06 ,92.52 ,2.03 ,2.99 ,8.53 ,26.02 ,86.28 ,10,0 ,0 
Ireland,IRL,2001,3866243.00 ,2296355.00 ,59.39 ,73.34 ,1.17 ,18.97 ,1.10 ,173000000000.00 ,172898.09 ,1.53 ,44746.28 ,1.44 ,5.80,424.15 ,20327.22 ,3713.51 ,5896.94 ,92.52 ,1.97 ,3.07 ,7.74 ,28.42 ,87.71 ,10,0 ,0 
Ireland,IRL,2002,3931947.00 ,2345367.00 ,59.65 ,71.43 ,1.13 ,18.17 ,1.05 ,184000000000.00 ,183806.69 ,1.63 ,46796.15 ,1.51 ,6.31,388.59 ,20862.07 ,3661.32 ,6035.69 ,91.46 ,2.25 ,3.02 ,7.91 ,30.23 ,87.97 ,10,0 ,0 
Ireland,IRL,2003,3996521.00 ,2394915.00 ,59.92 ,71.57 ,1.14 ,17.91 ,1.04 ,190000000000.00 ,189540.57 ,1.68 ,47541.35 ,1.53 ,3.12,377.60 ,21208.12 ,3515.09 ,6092.55 ,92.00 ,2.01 ,3.04 ,8.19 ,26.43 ,85.99 ,10,0 ,0 
Ireland,IRL,2004,4070262.00 ,2450379.00 ,60.20 ,70.74 ,1.12 ,17.38 ,1.00 ,202000000000.00 ,202204.19 ,1.79 ,49628.25 ,1.60 ,6.68,349.83 ,21702.82 ,3558.09 ,6168.40 ,93.28 ,2.31 ,3.02 ,8.07 ,24.09 ,85.68 ,10,0 ,0 
Ireland,IRL,2005,4159914.00 ,2515791.00 ,60.48 ,72.51 ,1.15 ,17.43 ,1.01 ,214000000000.00 ,214349.28 ,1.90 ,51443.37 ,1.66 ,6.01,338.27 ,22857.49 ,3503.64 ,6241.72 ,90.92 ,2.89 ,2.99 ,8.00 ,22.38 ,86.04 ,10,1 ,0 
Ireland,IRL,2006,4273591.00 ,2596292.00 ,60.75 ,72.22 ,1.15 ,16.90 ,0.98 ,226000000000.00 ,226184.91 ,2.01 ,52882.93 ,1.70 ,5.52,319.30 ,23841.02 ,3424.16 ,6351.10 ,90.97 ,3.20 ,2.95 ,7.80 ,21.17 ,84.76 ,10,1 ,0 
Ireland,IRL,2007,4398942.00 ,2684454.00 ,61.02 ,71.63 ,1.14 ,16.28 ,0.94 ,238000000000.00 ,237966.36 ,2.11 ,54103.92 ,1.74 ,5.21,301.00 ,24828.30 ,3416.03 ,6218.31 ,90.99 ,3.56 ,2.97 ,7.80 ,20.27 ,84.55 ,10,1 ,0 
Ireland,IRL,2008,4489544.00 ,2752001.00 ,61.30 ,70.75 ,1.12 ,15.76 ,0.91 ,229000000000.00 ,228600.17 ,2.03 ,51007.41 ,1.64 ,-3.94,309.49 ,24479.10 ,3293.88 ,6340.73 ,89.92 ,4.15 ,2.91 ,7.43 ,19.66 ,85.00 ,10,1 ,0 
Ireland,IRL,2009,4535375.00 ,2792385.00 ,61.57 ,64.50 ,1.02 ,14.22 ,0.82 ,218000000000.00 ,218023.32 ,1.93 ,48066.59 ,1.55 ,-4.63,295.85 ,23098.74 ,3149.57 ,5947.91 ,88.89 ,5.25 ,2.82 ,7.51 ,22.70 ,85.64 ,10,1 ,0 
Ireland,IRL,2010,4560155.00 ,2820000.00 ,61.84 ,64.03 ,1.02 ,14.04 ,0.81 ,222000000000.00 ,221951.35 ,1.97 ,48682.56 ,1.57 ,1.80,288.49 ,23173.19 ,3152.00 ,5927.87 ,90.00 ,5.27 ,2.79 ,7.45 ,21.57 ,84.81 ,10,1 ,1 
Ireland,IRL,2011,4580084.00 ,2844736.00 ,62.11 ,59.66 ,0.95 ,13.03 ,0.75 ,229000000000.00 ,228576.40 ,2.03 ,49999.08 ,1.61 ,2.98,261.02 ,22723.60 ,2867.43 ,5661.61 ,88.32 ,6.71 ,2.72 ,7.47 ,23.51 ,86.46 ,10,1 ,1 
Ireland,IRL,2012,4599533.00 ,2869465.00 ,62.39 ,59.88 ,0.95 ,13.02 ,0.75 ,229000000000.00 ,228661.32 ,2.03 ,49787.66 ,1.60 ,0.04,261.89 ,22409.36 ,2860.92 ,5666.58 ,86.86 ,6.62 ,2.71 ,7.38 ,22.40 ,85.63 ,10,1 ,1 
Ireland,IRL,2013,4623816.00 ,2897607.00 ,62.67 ,59.95 ,0.95 ,12.97 ,0.75 ,232000000000.00 ,232408.73 ,2.06 ,50175.01 ,1.62 ,1.64,257.96 ,22306.55 ,2830.61 ,5730.39 ,86.23 ,7.40 ,2.68 ,7.88 ,21.58 ,85.11 ,10,1 ,1 
Ireland,IRL,2014,4657740.00 ,2932140.00 ,62.95 ,60.01 ,0.95 ,12.88 ,0.74 ,252000000000.00 ,251764.61 ,2.23 ,54103.49 ,1.74 ,8.33,238.35 ,22678.08 ,2765.63 ,5721.84 ,84.58 ,8.52 ,2.67 ,7.85 ,21.51 ,84.82 ,10,1 ,1 
Italy,ITA,1996,56860281.00 ,38086153.00 ,66.98 ,531.06 ,1.00 ,9.34 ,1.00 ,1890000000000.00 ,1890197.92 ,1.00 ,33239.37 ,1.00 ,1.29,280.96 ,19403.51 ,2796.15 ,4658.70 ,92.61 ,4.75 ,2.68 ,7.07 ,20.44 ,89.04 ,10,0 ,0 
Italy,ITA,1997,56890372.00 ,38140443.00 ,67.04 ,536.52 ,1.01 ,9.43 ,1.01 ,1920000000000.00 ,1924889.90 ,1.02 ,33749.12 ,1.02 ,1.84,278.73 ,20030.09 ,2834.40 ,4791.29 ,92.44 ,4.83 ,2.67 ,7.19 ,20.33 ,88.89 ,10,0 ,0 
Italy,ITA,1998,56906744.00 ,38185563.00 ,67.10 ,548.82 ,1.03 ,9.64 ,1.03 ,1960000000000.00 ,1955997.58 ,1.03 ,34442.31 ,1.04 ,1.62,280.58 ,20682.10 ,2912.95 ,4955.72 ,92.29 ,4.76 ,2.66 ,7.30 ,20.36 ,89.35 ,10,0 ,0 
Italy,ITA,1999,56916317.00 ,38226137.00 ,67.16 ,554.96 ,1.05 ,9.75 ,1.04 ,1990000000000.00 ,1986508.22 ,1.05 ,34963.61 ,1.05 ,1.56,279.37 ,21204.34 ,2957.31 ,5079.49 ,91.84 ,5.02 ,2.63 ,7.16 ,19.83 ,88.87 ,10,0 ,0 
Italy,ITA,2000,56942108.00 ,38277624.00 ,67.22 ,560.89 ,1.06 ,9.85 ,1.05 ,2060000000000.00 ,2060209.79 ,1.09 ,36177.09 ,1.09 ,3.71,272.25 ,21687.87 ,3012.20 ,5299.86 ,91.73 ,5.12 ,2.63 ,7.11 ,19.55 ,88.53 ,10,0 ,0 
Italy,ITA,2001,56974100.00 ,38333314.00 ,67.28 ,568.77 ,1.07 ,9.98 ,1.07 ,2100000000000.00 ,2096720.59 ,1.11 ,36858.85 ,1.11 ,1.77,271.27 ,21809.42 ,3020.62 ,5406.49 ,91.40 ,5.38 ,2.62 ,7.12 ,18.96 ,88.12 ,10,0 ,0 
Italy,ITA,2002,57059007.00 ,38447500.00 ,67.38 ,568.50 ,1.07 ,9.96 ,1.07 ,2100000000000.00 ,2101931.94 ,1.11 ,36804.01 ,1.11 ,0.25,270.47 ,21784.94 ,3037.27 ,5539.70 ,91.04 ,5.60 ,2.61 ,7.13 ,18.57 ,87.89 ,10,0 ,0 
Italy,ITA,2003,57313203.00 ,38686985.00 ,67.50 ,584.28 ,1.10 ,10.19 ,1.09 ,2110000000000.00 ,2105112.54 ,1.11 ,36815.25 ,1.11 ,0.15,277.55 ,21867.55 ,3168.53 ,5652.52 ,90.22 ,6.24 ,2.58 ,7.30 ,17.80 ,86.46 ,10,0 ,0 
Italy,ITA,2004,57685327.00 ,39006818.00 ,67.62 ,588.82 ,1.11 ,10.21 ,1.09 ,2140000000000.00 ,2138414.14 ,1.13 ,37097.82 ,1.12 ,1.58,275.35 ,21940.47 ,3169.93 ,5688.00 ,90.41 ,5.94 ,2.59 ,7.06 ,17.60 ,86.39 ,10,0 ,0 
Italy,ITA,2005,57969484.00 ,39267369.00 ,67.74 ,588.31 ,1.11 ,10.15 ,1.09 ,2160000000000.00 ,2158721.94 ,1.14 ,37260.98 ,1.12 ,0.95,272.53 ,22115.00 ,3214.67 ,5731.10 ,89.80 ,6.70 ,2.54 ,6.95 ,17.23 ,85.15 ,10,1 ,0 
Italy,ITA,2006,58143979.00 ,39454178.00 ,67.86 ,579.17 ,1.09 ,9.96 ,1.07 ,2200000000000.00 ,2202038.56 ,1.16 ,37837.11 ,1.14 ,2.01,263.01 ,22368.16 ,3175.80 ,5833.47 ,89.19 ,7.51 ,2.54 ,6.48 ,17.41 ,84.77 ,10,1 ,0 
Italy,ITA,2007,58438310.00 ,39722857.00 ,67.97 ,571.90 ,1.08 ,9.79 ,1.05 ,2230000000000.00 ,2234493.72 ,1.18 ,38159.90 ,1.15 ,1.47,255.94 ,22513.90 ,3149.58 ,5804.33 ,88.18 ,8.73 ,2.51 ,6.81 ,17.75 ,84.58 ,10,1 ,0 
Italy,ITA,2008,58826731.00 ,40056298.00 ,68.09 ,557.99 ,1.05 ,9.49 ,1.02 ,2210000000000.00 ,2211022.53 ,1.17 ,37567.96 ,1.13 ,-1.05,252.37 ,22123.38 ,3087.57 ,5757.96 ,86.84 ,10.82 ,2.46 ,6.52 ,17.10 ,83.22 ,10,1 ,0 
Italy,ITA,2009,59095365.00 ,40308358.00 ,68.21 ,504.85 ,0.95 ,8.54 ,0.91 ,2090000000000.00 ,2089813.06 ,1.11 ,35366.56 ,1.06 ,-5.48,241.58 ,21679.47 ,2869.92 ,5368.39 ,84.85 ,12.54 ,2.37 ,7.06 ,15.17 ,83.05 ,10,1 ,0 
Italy,ITA,2010,59277417.00 ,40502481.00 ,68.33 ,514.14 ,0.97 ,8.67 ,0.93 ,2130000000000.00 ,2125058.24 ,1.12 ,35932.74 ,1.08 ,1.69,241.94 ,21872.10 ,2930.59 ,5493.71 ,84.63 ,12.79 ,2.33 ,6.88 ,15.82 ,82.37 ,10,1 ,0 
Italy,ITA,2011,59379449.00 ,40641670.00 ,68.44 ,500.61 ,0.94 ,8.43 ,0.90 ,2140000000000.00 ,2137311.82 ,1.13 ,36039.40 ,1.08 ,0.58,234.22 ,21831.91 ,2828.40 ,5514.80 ,84.46 ,11.90 ,2.37 ,6.93 ,15.79 ,82.24 ,10,1 ,0 
Italy,ITA,2012,59539717.00 ,40820430.00 ,68.56 ,479.27 ,0.90 ,8.05 ,0.86 ,2080000000000.00 ,2077060.70 ,1.10 ,34934.66 ,1.05 ,-2.82,230.74 ,20913.29 ,2709.30 ,5397.74 ,82.20 ,14.39 ,2.29 ,7.06 ,15.39 ,82.14 ,10,1 ,0 
Italy,ITA,2013,60233948.00 ,41372290.00 ,68.69 ,449.52 ,0.85 ,7.46 ,0.80 ,2040000000000.00 ,2041165.76 ,1.08 ,33867.94 ,1.02 ,-1.73,220.22 ,20164.28 ,2579.47 ,5159.18 ,79.96 ,16.32 ,2.22 ,7.36 ,15.38 ,82.45 ,10,1 ,0 
Italy,ITA,2014,60789140.00 ,41835694.00 ,68.82 ,432.52 ,0.81 ,7.12 ,0.76 ,2040000000000.00 ,2043486.01 ,1.08 ,33558.63 ,1.01 ,0.11,211.66 ,20032.11 ,2414.48 ,5002.41 ,78.59 ,17.09 ,2.18 ,6.99 ,15.48 ,83.04 ,10,1 ,0 
Latvia,LAT,1996,2457222.00 ,1686883.00 ,68.65 ,12.89 ,1.00 ,5.25 ,1.00 ,13075853264.00 ,13075.85 ,1.00 ,5321.40 ,1.00 ,2.36,985.71 ,3573.67 ,1839.98 ,1992.90 ,65.23 ,32.03 ,2.02 ,46.58 ,19.35 ,60.90 ,8,0 ,0 
Latvia,LAT,1997,2432851.00 ,1668936.00 ,68.60 ,12.33 ,0.96 ,5.07 ,0.97 ,14249297306.00 ,14249.30 ,1.09 ,5857.04 ,1.10 ,8.97,865.10 ,3797.67 ,1821.35 ,2056.44 ,65.08 ,32.89 ,1.91 ,29.43 ,20.64 ,58.26 ,8,0 ,0 
Latvia,LAT,1998,2410019.00 ,1649682.00 ,68.45 ,11.81 ,0.92 ,4.90 ,0.93 ,15178603565.00 ,15178.60 ,1.16 ,6298.13 ,1.18 ,6.52,778.33 ,3868.38 ,1796.18 ,2129.86 ,64.99 ,35.35 ,1.86 ,20.60 ,16.85 ,58.05 ,8,0 ,0 
Latvia,LAT,1999,2390482.00 ,1630787.00 ,68.22 ,11.03 ,0.86 ,4.61 ,0.88 ,15576124268.00 ,15576.12 ,1.19 ,6515.89 ,1.22 ,2.62,707.81 ,4042.66 ,1663.92 ,2072.80 ,63.33 ,36.33 ,1.70 ,27.01 ,15.30 ,56.63 ,8,0 ,0 
Latvia,LAT,2000,2367550.00 ,1611520.00 ,68.07 ,10.44 ,0.81 ,4.41 ,0.84 ,16418303264.00 ,16418.30 ,1.26 ,6934.72 ,1.30 ,5.41,636.12 ,4177.26 ,1618.46 ,2082.32 ,63.39 ,35.82 ,1.66 ,23.98 ,15.35 ,56.05 ,8,0 ,0 
Latvia,LAT,2001,2337170.00 ,1588107.00 ,67.95 ,11.04 ,0.86 ,4.72 ,0.90 ,17479140765.00 ,17479.14 ,1.34 ,7478.76 ,1.41 ,6.46,631.78 ,4446.28 ,1759.16 ,2213.36 ,63.67 ,35.35 ,1.70 ,23.13 ,15.25 ,59.46 ,8,0 ,0 
Latvia,LAT,2002,2310173.00 ,1567452.00 ,67.85 ,11.03 ,0.86 ,4.77 ,0.91 ,18720689361.00 ,18720.69 ,1.43 ,8103.59 ,1.52 ,7.10,589.08 ,4773.89 ,1763.26 ,2307.19 ,63.41 ,34.38 ,1.70 ,24.98 ,15.14 ,58.66 ,8,0 ,0 
Latvia,LAT,2003,2287955.00 ,1551233.00 ,67.80 ,11.24 ,0.87 ,4.91 ,0.94 ,20298972875.00 ,20298.97 ,1.55 ,8872.10 ,1.67 ,8.43,553.53 ,5208.63 ,1889.95 ,2493.93 ,63.63 ,34.34 ,1.70 ,22.69 ,13.90 ,60.04 ,8,0 ,0 
Latvia,LAT,2004,2263122.00 ,1536660.00 ,67.90 ,11.25 ,0.87 ,4.97 ,0.95 ,21991003259.00 ,21991.00 ,1.68 ,9717.11 ,1.83 ,8.34,511.62 ,5817.12 ,1961.10 ,2607.46 ,62.99 ,36.11 ,1.67 ,18.87 ,13.80 ,61.38 ,8,0 ,1 
Latvia,LAT,2005,2238799.00 ,1522383.00 ,68.00 ,11.49 ,0.89 ,5.13 ,0.98 ,24343389028.00 ,24343.39 ,1.86 ,10873.41 ,2.04 ,10.70,472.12 ,6469.89 ,2022.56 ,2777.38 ,63.18 ,36.30 ,1.66 ,17.04 ,12.97 ,56.59 ,8,1 ,1 
Latvia,LAT,2006,2218357.00 ,1507751.00 ,67.97 ,12.03 ,0.93 ,5.42 ,1.03 ,27237668361.00 ,27237.67 ,2.08 ,12278.31 ,2.31 ,11.89,441.81 ,7795.77 ,2113.71 ,2966.61 ,64.81 ,34.00 ,1.71 ,16.72 ,12.07 ,60.50 ,8,1 ,1 
Latvia,LAT,2007,2200325.00 ,1494021.00 ,67.90 ,12.54 ,0.97 ,5.70 ,1.09 ,29955788646.00 ,29955.79 ,2.29 ,13614.26 ,2.56 ,9.98,418.48 ,8662.08 ,2179.81 ,3169.08 ,65.13 ,33.08 ,1.73 ,16.73 ,11.41 ,61.39 ,8,1 ,1 
Latvia,LAT,2008,2177322.00 ,1476965.00 ,67.83 ,12.12 ,0.94 ,5.56 ,1.06 ,28893063840.00 ,28893.06 ,2.21 ,13270.00 ,2.49 ,-3.55,419.34 ,8064.00 ,2106.36 ,3213.12 ,65.09 ,33.70 ,1.72 ,15.13 ,10.80 ,63.22 ,8,1 ,1 
Latvia,LAT,2009,2141669.00 ,1451281.00 ,67.76 ,11.41 ,0.89 ,5.33 ,1.02 ,24731973839.00 ,24731.97 ,1.89 ,11547.99 ,2.17 ,-14.40,461.51 ,6882.81 ,2055.82 ,3026.61 ,61.13 ,38.39 ,1.64 ,13.31 ,10.94 ,60.75 ,8,1 ,1 
Latvia,LAT,2010,2097555.00 ,1419877.00 ,67.69 ,12.58 ,0.98 ,6.00 ,1.14 ,23757368290.00 ,23757.37 ,1.82 ,11326.22 ,2.13 ,-3.94,529.44 ,7224.90 ,2148.65 ,3229.95 ,65.85 ,33.06 ,1.79 ,10.94 ,13.52 ,58.58 ,8,1 ,1 
Latvia,LAT,2011,2059709.00 ,1392775.00 ,67.62 ,11.81 ,0.92 ,5.73 ,1.09 ,25273331011.00 ,25273.33 ,1.93 ,12270.34 ,2.31 ,6.38,467.09 ,7575.58 ,2066.64 ,3264.05 ,62.89 ,35.53 ,1.71 ,10.11 ,13.30 ,56.79 ,8,1 ,1 
Latvia,LAT,2012,2034319.00 ,1374142.00 ,67.55 ,11.71 ,0.91 ,5.76 ,1.10 ,26293015996.00 ,26293.02 ,2.01 ,12924.73 ,2.43 ,4.03,445.37 ,7911.51 ,2170.59 ,3587.93 ,58.04 ,40.37 ,1.60 ,9.06 ,13.21 ,54.59 ,8,1 ,1 
Latvia,LAT,2013,2012647.00 ,1358054.00 ,67.48 ,11.64 ,0.90 ,5.78 ,1.10 ,26931897162.00 ,26931.90 ,2.06 ,13381.33 ,2.51 ,2.43,432.31 ,8400.73 ,2156.16 ,3472.54 ,58.92 ,39.60 ,1.63 ,9.26 ,12.76 ,53.55 ,8,1 ,1 
Latvia,LAT,2014,1993782.00 ,1344228.00 ,67.42 ,11.55 ,0.90 ,5.79 ,1.10 ,27432357432.00 ,27432.36 ,2.10 ,13758.96 ,2.59 ,1.86,420.93 ,8597.15 ,2176.84 ,3507.40 ,56.72 ,40.24 ,1.61 ,9.04 ,12.35 ,54.89 ,8,1 ,1 
Lithuania,LIT,1996,3601613.00 ,2421184.00 ,67.22 ,23.44 ,1.00 ,6.51 ,1.00 ,20310348887.00 ,20310.35 ,1.00 ,5639.24 ,1.00 ,5.15,1154.09 ,3424.67 ,2610.04 ,2735.44 ,58.62 ,11.47 ,1.67 ,10.95 ,17.97 ,60.13 ,10,0 ,0 
Lithuania,LIT,1997,3575137.00 ,2401277.00 ,67.17 ,22.97 ,0.98 ,6.42 ,0.99 ,21994732574.00 ,21994.73 ,1.08 ,6152.14 ,1.09 ,8.29,1044.20 ,3643.83 ,2490.35 ,2727.73 ,60.17 ,11.62 ,1.72 ,11.02 ,18.26 ,60.33 ,10,0 ,0 
